n_trivially_balanced,n_trivial_pairs,n_concordance_modules,n_unbounded_pairs,validation_passed,concordance_tolerance,n_total_optimizations,n_other_error_pairs,n_balanced,n_numerical_error_pairs,balanced_threshold,cv_epsilon,n_metabolites,batch_size,n_concordant_inferred,sample_size,n_trivially_balanced_complexes,n_candidate_pairs,n_burnin,n_resource_limit_pairs,use_unidirectional_constraints,filename,batches_completed,elapsed_time,n_balanced_complexes,n_trivially_concordant,n_complexes,batch_results_concordant_count,model_name,use_transitivity,cv_threshold,n_balanced_total,n_concordant_found,n_infeasible_pairs,n_workers,n_non_concordant_pairs,n_timeout_pairs,n_infeasible_or_unbounded_pairs,objective_bound,n_candidates_skipped_by_transitivity,min_valid_samples,n_concordant_opt,n_reactions,seed,n_chains,n_concordant_total,id,old_species_id,Species name,Common synonym,Major clade,Family,Genus,Strain sequenced,NRRL,CBS,JCM,Other collection/strain ID,Genome accession,Resouce,Strain status,Type species,No. contigs/scaffolds,No. genes,Coverage,Assembly size,N50,GC%,Heterozygosity,CUG usage,BUSCO Complete,BUSCO Duplicated,BUSCO Fragmented,BUSCO Missing,Reference,Note
97,706,580,0,True,0.01,4332,21,99,0,1e-08,1e-16,1463,100000,5984,1000,97,1760,50,0,False,kinetic_results_yHMPu5000034974_Deakozyma_indianensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,149.18692803382874,99,706,3967,733,yHMPu5000034974_Deakozyma_indianensis,True,0.01,99,6011,0,63,1027,0,0,none,102,10,733,3485,42,1,6717,39.0,yHMPu5000034974_Deakozyma_indianensis,Deakozyma indianensis,,Dipodascaceae/Trichomonascaceae,Saccharomycetales incertae sedis,Deakozyma,NRRL YB-1937,YB-1937,12903.0,,,PPLG00000000,Y1000+,Type,Yes,363.0,5535.0,42.287333333333336,11721294.0,413368.0,47.77,4e-06,Leu,1627.0,8.0,90.0,34.0,This study,
102,686,531,0,True,0.01,3368,29,103,0,1e-08,1e-16,1460,100000,5844,1000,102,1470,50,0,False,kinetic_results_yHMPu5000034978_Cyberlindnera_mrakii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,139.2253201007843,103,686,3889,609,yHMPu5000034978_Cyberlindnera_mrakii,True,0.01,103,5767,0,63,861,0,0,none,56,10,609,3447,42,1,6453,250.0,yHMPu5000034978_Cyberlindnera_mrakii,Cyberlindnera mrakii,,Phaffomycetaceae,Phaffomycetaceae,Cyberlindnera,NRRL Y-1364,Y-1364,1707.0,3614.0,,PPLH00000000,Y1000+,Type,No,628.0,6157.0,35.21391666666667,12709324.0,280725.0,42.38,1.1e-05,Leu,1691.0,10.0,47.0,11.0,This study,
93,697,570,0,True,0.01,4030,23,94,0,1e-08,1e-16,1468,100000,6269,1000,93,1674,50,0,False,kinetic_results_yHMPu5000034979_Cyberlindnera_misumaiensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,147.14901399612427,94,697,4020,758,yHMPu5000034979_Cyberlindnera_misumaiensis,True,0.01,94,6330,0,63,916,0,0,none,56,10,758,3506,42,1,7027,249.0,yHMPu5000034979_Cyberlindnera_misumaiensis,Cyberlindnera misumaiensis,,Phaffomycetaceae,Phaffomycetaceae,Cyberlindnera,NRRL Y-17389,Y-17389,8062.0,,,PPLI00000000,Y1000+,Type,No,361.0,5588.0,42.17933333333333,10494543.0,153383.0,48.49,3e-06,Leu,1662.0,20.0,57.0,20.0,This study,
106,804,603,0,True,0.01,5058,43,107,0,1e-08,1e-16,1636,100000,6713,1000,106,2265,50,0,False,kinetic_results_yHMPu5000034986_Candida_oregonensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,181.4675841331482,107,804,4372,799,yHMPu5000034986_Candida_oregonensis,True,0.01,107,6708,0,63,1466,0,0,none,95,10,799,3764,42,1,7512,208.0,yHMPu5000034986_Candida_oregonensis,Candida oregonensis,,CUG-Ser1,Metschnikowiaceae,Candida,NRRL Y-5850,Y-5850,5036.0,1811.0,,PPLJ00000000,Y1000+,Type,No,551.0,5328.0,95.83595833333334,10888765.0,957844.0,47.46,3e-06,Ser,1684.0,8.0,56.0,11.0,This study,
100,786,542,0,True,0.01,4206,25,104,0,1e-08,1e-16,1589,100000,6440,1000,100,1961,50,0,False,kinetic_results_yHMPu5000034988_Candida_fructus_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,195.3727090358734,104,786,4265,757,yHMPu5000034988_Candida_fructus,True,0.01,104,6411,0,63,1204,0,0,none,71,10,757,3659,42,1,7197,207.0,yHMPu5000034988_Candida_fructus,Candida fructus,,CUG-Ser1,Metschnikowiaceae,Candida,NRRL Y-17072,Y-17072,6380.0,1513.0,,PPLK00000000,Y1000+,Type,No,190.0,5017.0,33.06433333333333,11424057.0,195674.0,49.03,0,Ser,1684.0,10.0,48.0,17.0,This study,
105,769,518,0,True,0.01,4676,31,109,0,1e-08,1e-16,1544,100000,6963,1000,105,2112,50,0,False,kinetic_results_yHMPu5000034990_Candida_corydali_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,154.06339406967163,109,769,4001,923,yHMPu5000034990_Candida_corydali,True,0.01,109,7117,0,63,1189,0,0,none,93,10,923,3509,42,1,7886,206.0,yHMPu5000034990_Candida_corydali,Candida corydali,,CUG-Ser1,Debaryomycetaceae,Candida,NRRL Y-27910,Y-27910,10158.0,,,PPLL00000000,Y1000+,Type,No,160.0,5412.0,61.662333333333336,11630870.0,466639.0,34.06,6e-06,Ser,1677.0,7.0,56.0,19.0,This study,
111,793,603,0,True,0.01,5516,39,112,0,1e-08,1e-16,1647,100000,6687,1000,111,2399,50,0,False,kinetic_results_yHMPu5000034998_Cephaloascus_albidus_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,142.40960383415222,112,793,4427,875,yHMPu5000034998_Cephaloascus_albidus,True,0.01,112,6769,0,63,1524,0,0,none,81,10,875,3784,42,1,7562,205.0,yHMPu5000034998_Cephaloascus_albidus,Cephaloascus albidus,,CUG-Ser1,Cephaloascaceae,Cephaloascus,NRRL Y-7343,Y-7343,389.77,,,PPLM00000000,Y1000+,Type,No,2177.0,7315.0,272.935,16265431.0,87158.0,34.6,0.002444,Ser,1687.0,15.0,49.0,8.0,This study,
106,799,603,0,True,0.01,5558,65,110,0,1e-08,1e-16,1646,100000,6824,1000,106,2417,50,0,False,kinetic_results_yHMPu5000034999_Cephaloascus_fragrans_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,138.54137301445007,110,799,4406,928,yHMPu5000034999_Cephaloascus_fragrans,True,0.01,110,6953,0,63,1489,0,0,none,77,10,928,3785,42,1,7752,204.0,yHMPu5000034999_Cephaloascus_fragrans,Cephaloascus fragrans,,CUG-Ser1,Cephaloascaceae,Cephaloascus,NRRL Y-6742,Y-6742,121.29,7613.0,,PPLN00000000,Y1000+,Type,Yes,427.0,5865.0,23.941458333333333,13710789.0,1066020.0,36.86,0,Ser,1696.0,5.0,48.0,10.0,This study,
108,775,546,0,True,0.01,4698,44,112,0,1e-08,1e-16,1597,100000,6865,1000,108,2143,50,0,False,kinetic_results_yHMPu5000035011_Candida_pyralidae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,169.61345601081848,112,775,4280,826,yHMPu5000035011_Candida_pyralidae,True,0.01,112,6916,0,63,1317,0,0,none,103,10,826,3684,42,1,7691,203.0,yHMPu5000035011_Candida_pyralidae,Suhomyces pyralidae,,CUG-Ser1,Debaryomycetaceae,Suhomyces,NRRL Y-27085,Y-27085,5035.0,,,PPLO00000000,Y1000+,Type,No,412.0,5373.0,167.61816666666667,12356807.0,1111855.0,42.67,8e-06,Ser,1710.0,2.0,40.0,7.0,This study,
115,797,641,0,True,0.01,5348,53,123,0,1e-08,1e-16,1645,100000,6527,1000,115,2338,50,0,False,kinetic_results_yHMPu5000035018_Candida_canberraensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,180.97111892700195,123,797,4392,880,yHMPu5000035018_Candida_canberraensis,True,0.01,123,6610,0,63,1458,0,0,none,72,10,880,3773,42,1,7407,202.0,yHMPu5000035018_Candida_canberraensis,Suhomyces canberraensis,,CUG-Ser1,Debaryomycetaceae,Suhomyces,NRRL YB-2417,YB-2417,8846.0,,,PPLP00000000,Y1000+,Type,No,260.0,5763.0,63.274875,14766705.0,607260.0,40.01,2e-06,Ser,1710.0,8.0,32.0,9.0,This study,
105,757,530,0,True,0.01,4326,28,109,0,1e-08,1e-16,1550,100000,6596,1000,105,1945,50,0,False,kinetic_results_yHMPu5000035022_Candida_emberorum_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,156.61797785758972,109,757,4066,913,yHMPu5000035022_Candida_emberorum,True,0.01,109,6752,0,63,1032,0,0,none,57,10,913,3558,42,1,7509,201.0,yHMPu5000035022_Candida_emberorum,Suhomyces emberorum,,CUG-Ser1,Debaryomycetaceae,Suhomyces,NRRL Y-27606,Y-27606,9827.0,,,PPLQ00000000,Y1000+,Type,No,308.0,5471.0,44.86770833333333,13487496.0,602038.0,40.75,3e-06,Ser,1696.0,5.0,46.0,12.0,This study,
107,785,528,0,True,0.01,4554,27,111,0,1e-08,1e-16,1582,100000,7258,1000,107,2087,50,0,False,kinetic_results_yHMPu5000035031_Candida_kruisii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,162.16827487945557,111,785,4121,976,yHMPu5000035031_Candida_kruisii,True,0.01,111,7449,0,63,1111,0,0,none,95,10,976,3586,42,1,8234,200.0,yHMPu5000035031_Candida_kruisii,Teunomyces kruisii,,CUG-Ser1,Debaryomycetaceae,Teunomyces,NRRL Y-17087,Y-17087,6451.0,1779.0,,PPLR00000000,Y1000+,Type,Yes,232.0,5754.0,37.238416666666666,12747288.0,268031.0,46.07,1e-06,Ser,1689.0,36.0,29.0,5.0,This study,
103,740,479,0,True,0.01,4072,31,107,0,1e-08,1e-16,1503,100000,6717,1000,103,1898,50,0,False,kinetic_results_yHMPu5000035032_Candida_gatunensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,148.75291895866394,107,740,3934,823,yHMPu5000035032_Candida_gatunensis,True,0.01,107,6800,0,63,1075,0,0,none,97,10,823,3442,42,1,7540,199.0,yHMPu5000035032_Candida_gatunensis,Teunomyces gatunensis,,CUG-Ser1,Debaryomycetaceae,Teunomyces,NRRL Y-48064,Y-48064,10379.0,,,PPLS00000000,Y1000+,Type,No,660.0,5262.0,83.95879166666667,10804638.0,599434.0,41.86,1.1e-05,Ser,1704.0,6.0,36.0,13.0,This study,
102,756,486,0,True,0.01,3982,33,106,0,1e-08,1e-16,1561,100000,6437,1000,102,1885,50,0,False,kinetic_results_yHMPu5000035033_Candida_cretensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,191.92317295074463,106,756,4204,867,yHMPu5000035033_Candida_cretensis,True,0.01,106,6548,0,63,1018,0,0,none,78,10,867,3625,42,1,7304,198.0,yHMPu5000035033_Candida_cretensis,Teunomyces cretensis,,CUG-Ser1,Debaryomycetaceae,Teunomyces,NRRL Y-27777,Y-27777,9453.0,,,PPLT00000000,Y1000+,Type,No,137.0,5169.0,73.22270833333333,11191205.0,1487040.0,46.16,1e-06,Ser,1721.0,7.0,26.0,5.0,This study,
102,739,561,0,True,0.01,3938,28,103,0,1e-08,1e-16,1455,100000,6072,1000,102,1740,50,0,False,kinetic_results_yHMPu5000035037_Candida_montana_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,139.43441009521484,103,739,3785,628,yHMPu5000035037_Candida_montana,True,0.01,103,5961,0,63,1112,0,0,none,90,10,628,3191,42,1,6700,248.0,yHMPu5000035037_Candida_montana,Candida montana,,Phaffomycetaceae,Phaffomycetaceae,Candida,NRRL Y-17326,Y-17326,8057.0,2323.0,,PPLU00000000,Y1000+,Type,No,153.0,5819.0,66.446125,12525257.0,704842.0,36.12,8e-06,Leu,1673.0,8.0,50.0,28.0,This study,
93,809,627,0,True,0.01,5002,34,94,0,1e-08,1e-16,1554,100000,6886,1000,93,2169,50,0,False,kinetic_results_yHMPu5000035040_Ambrosiozyma_maleeae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,161.46065306663513,94,809,4106,998,yHMPu5000035040_Ambrosiozyma_maleeae,True,0.01,94,7075,0,63,1171,0,0,none,93,10,998,3570,42,1,7884,80.0,yHMPu5000035040_Ambrosiozyma_maleeae,Ambrosiozyma maleeae,,Pichiaceae,Saccharomycetales incertae sedis,Ambrosiozyma,NRRL Y-63635,Y-63635,11900.0,,,PPLV00000000,Y1000+,Type,No,180.0,5316.0,113.12808333333334,12729045.0,668977.0,43.71,3e-06,Leu,1617.0,9.0,91.0,42.0,This study,
105,774,605,0,True,0.01,4908,22,106,0,1e-08,1e-16,1591,100000,6942,1000,105,2092,50,0,False,kinetic_results_yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,168.9011640548706,106,774,4278,864,yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii,True,0.01,106,7032,0,63,1228,0,0,none,82,10,864,3686,42,1,7806,79.0,yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii,Ambrosiozyma pseudovanderkliftii,,Pichiaceae,Saccharomycetales incertae sedis,Ambrosiozyma,NRRL Y-63632,Y-63632,10904.0,15025.0,,PPLW00000000,Y1000+,Type,No,439.0,5927.0,169.861875,14405786.0,239702.0,35.57,4.4e-05,Leu,1638.0,10.0,59.0,52.0,This study,
92,711,605,0,True,0.01,5162,28,93,0,1e-08,1e-16,1510,100000,6327,1000,92,2094,50,0,False,kinetic_results_yHMPu5000035044_Barnettozyma_californica_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,160.90076780319214,93,711,4127,787,yHMPu5000035044_Barnettozyma_californica,True,0.01,93,6403,0,63,1307,0,0,none,77,10,787,3610,42,1,7114,247.0,yHMPu5000035044_Barnettozyma_californica,Barnettozyma californica,,Phaffomycetaceae,Phaffomycetaceae,Barnettozyma,NRRL Y-17395,Y-17395,252.0,,,PPLX00000000,Y1000+,Type,No,276.0,5810.0,71.85116666666667,11861291.0,449699.0,41.51,7e-06,Leu,1670.0,13.0,58.0,18.0,This study,
95,797,620,0,True,0.01,5594,37,96,0,1e-08,1e-16,1599,100000,6991,1000,95,2440,50,0,False,kinetic_results_yHMPu5000035045_Barnettozyma_hawaiiensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,173.7774829864502,96,797,4296,956,yHMPu5000035045_Barnettozyma_hawaiiensis,True,0.01,96,7150,0,63,1484,0,0,none,95,10,956,3698,42,1,7947,246.0,yHMPu5000035045_Barnettozyma_hawaiiensis,Barnettozyma hawaiiensis,,Phaffomycetaceae,Phaffomycetaceae,Barnettozyma,NRRL Y-27270,Y-27270,8760.0,,,PPLY00000000,Y1000+,Type,No,194.0,5371.0,23.226166666666668,10599484.0,233890.0,43.27,0,Leu,1670.0,11.0,56.0,22.0,This study,
99,769,542,0,True,0.01,4010,25,100,0,1e-08,1e-16,1581,100000,6551,1000,99,1834,50,0,False,kinetic_results_yHMPu5000035046_Barnettozyma_populi_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,163.02589106559753,100,769,4254,723,yHMPu5000035046_Barnettozyma_populi,True,0.01,100,6505,0,63,1111,0,0,none,70,10,723,3689,42,1,7274,245.0,yHMPu5000035046_Barnettozyma_populi,Barnettozyma populi,,Phaffomycetaceae,Phaffomycetaceae,Barnettozyma,NRRL Y-12728,Y-12728,8094.0,,,PPLZ00000000,Y1000+,Type,Yes,726.0,5594.0,29.963125,11460507.0,390696.0,43.19,7e-06,Leu,1678.0,10.0,52.0,19.0,This study,
104,769,586,0,True,0.01,4398,30,105,0,1e-08,1e-16,1599,100000,6595,1000,104,1901,50,0,False,kinetic_results_yHMPu5000035047_Barnettozyma_pratensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,171.61674118041992,105,769,4311,721,yHMPu5000035047_Barnettozyma_pratensis,True,0.01,105,6547,0,63,1180,0,0,none,53,10,721,3752,42,1,7316,244.0,yHMPu5000035047_Barnettozyma_pratensis,Barnettozyma pratensis,,Phaffomycetaceae,Phaffomycetaceae,Barnettozyma,NRRL Y-12696,Y-12696,7079.0,,,PPMA00000000,Y1000+,Type,No,469.0,5854.0,40.59704166666667,12547507.0,264426.0,38.09,1.5e-05,Leu,1688.0,8.0,42.0,21.0,This study,
93,765,590,0,True,0.01,4762,28,94,0,1e-08,1e-16,1544,100000,6628,1000,93,2037,50,0,False,kinetic_results_yHMPu5000035048_Barnettozyma_salicaria_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,163.06205296516418,94,765,4145,882,yHMPu5000035048_Barnettozyma_salicaria,True,0.01,94,6745,0,63,1155,0,0,none,94,10,882,3596,42,1,7510,243.0,yHMPu5000035048_Barnettozyma_salicaria,Barnettozyma salicaria,,Phaffomycetaceae,Phaffomycetaceae,Barnettozyma,NRRL Y-6780,Y-6780,5456.0,3653.0,,PPMB00000000,Y1000+,Type,No,304.0,5586.0,44.84354166666667,10943316.0,647430.0,38.42,1.8e-05,Leu,1663.0,10.0,56.0,30.0,This study,
100,717,587,0,True,0.01,4312,26,102,0,1e-08,1e-16,1474,100000,6030,1000,100,1767,50,0,False,kinetic_results_yHMPu5000035242_Zygoascus_ofunaensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,150.86570692062378,102,717,3993,700,yHMPu5000035242_Zygoascus_ofunaensis,True,0.01,102,6013,0,63,1067,0,0,none,66,10,700,3492,42,1,6730,38.0,yHMPu5000035242_Zygoascus_ofunaensis,Zygoascus ofunaensis,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Zygoascus,NRRL Y-10998,Y-10998,8129.0,,,PPMC00000000,Y1000+,Type,No,676.0,5725.0,52.10420833333333,13095549.0,961671.0,43.72,1.4e-05,Leu,1636.0,5.0,90.0,28.0,This study,
99,717,555,0,True,0.01,4086,24,101,0,1e-08,1e-16,1481,100000,6463,1000,99,1703,50,0,False,kinetic_results_yHMPu5000035243_Zygoascus_meyerae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,150.2180199623108,101,717,4034,726,yHMPu5000035243_Zygoascus_meyerae,True,0.01,101,6472,0,63,977,0,0,none,52,10,726,3533,42,1,7189,37.0,yHMPu5000035243_Zygoascus_meyerae,Zygoascus meyerae,,Dipodascaceae/Trichomonascaceae,Trichomonascaceae,Zygoascus,NRRL Y-17319,Y-17319,4099.0,9479.0,,PPMD00000000,Y1000+,Type,No,242.0,5629.0,57.48,12198265.0,668598.0,43.09,4e-06,Leu,1128.0,2.0,121.0,508.0,This study,
100,695,518,0,True,0.01,3548,24,101,0,1e-08,1e-16,1459,100000,5885,1000,100,1531,50,0,False,kinetic_results_yHMPu5000035244_Candida_incommunis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,143.4436628818512,101,695,3984,640,yHMPu5000035244_Candida_incommunis,True,0.01,101,5830,0,63,891,0,0,none,76,10,640,3494,42,1,6525,36.0,yHMPu5000035244_Candida_incommunis,Candida incommunis,,Dipodascaceae/Trichomonascaceae,Saccharomycetales incertae sedis,Candida,NRRL Y-17085,Y-17085,5604.0,8258.0,,PPME00000000,Y1000+,Type,No,570.0,5696.0,34.30725,11993152.0,501818.0,46.83,7e-06,Leu,1624.0,6.0,83.0,46.0,This study,
117,743,513,0,True,0.01,4826,41,119,0,1e-08,1e-16,1542,100000,7056,1000,117,2192,50,0,False,kinetic_results_yHMPu5000035252_Yamadazyma_nakazawae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,189.8957939147949,119,743,4022,895,yHMPu5000035252_Yamadazyma_nakazawae,True,0.01,119,7208,0,63,1297,0,0,none,63,10,895,3530,42,1,7951,197.0,yHMPu5000035252_Yamadazyma_nakazawae,Yamadazyma nakazawae,,CUG-Ser1,Debaryomycetaceae,Yamadazyma,NRRL Y-7903,Y-7903,6700.0,7529.0,,PPMF00000000,Y1000+,Type,No,1033.0,5331.0,21.67,11046802.0,229255.0,37.57,1.9e-05,Ser,1139.0,3.0,61.0,556.0,This study,
100,733,487,0,True,0.01,3196,16,101,0,1e-08,1e-16,1557,100000,6374,1000,100,1510,50,0,False,kinetic_results_yHMPu5000035261_Candida_ponderosae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,159.51222109794617,101,733,4242,640,yHMPu5000035261_Candida_ponderosae,True,0.01,101,6281,0,63,870,0,0,none,54,10,640,3697,42,1,7014,242.0,yHMPu5000035261_Candida_ponderosae,Candida ponderosae,,Phaffomycetaceae,Phaffomycetaceae,Candida,NRRL YB-2307,YB-2307,8801.0,,,PPMG00000000,Y1000+,Type,No,2820.0,7327.0,141.07,14054944.0,173609.0,35.56,5.1e-05,Leu,1656.0,7.0,70.0,26.0,This study,
97,719,504,0,True,0.01,3400,28,98,0,1e-08,1e-16,1527,100000,5861,1000,97,1553,50,0,False,kinetic_results_yHMPu5000035268_Wickerhamomyces_hampshirensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,153.64703106880188,98,719,4172,646,yHMPu5000035268_Wickerhamomyces_hampshirensis,True,0.01,98,5788,0,63,907,0,0,none,89,10,646,3636,42,1,6507,241.0,yHMPu5000035268_Wickerhamomyces_hampshirensis,Wickerhamomyces hampshirensis,,Phaffomycetaceae,Phaffomycetaceae,Wickerhamomyces,NRRL YB-4128,YB-4128,7208.0,,,PPXL00000000,Y1000+,Type,No,1101.0,6241.0,56.64375,11737171.0,1185655.0,36.82,1.7e-05,Leu,1699.0,4.0,39.0,17.0,This study,
117,777,521,0,True,0.01,4284,35,121,0,1e-08,1e-16,1620,100000,6608,1000,117,1962,50,0,False,kinetic_results_yHMPu5000035271_Wickerhamomyces_bovis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,173.47471404075625,121,777,4345,741,yHMPu5000035271_Wickerhamomyces_bovis,True,0.01,121,6572,0,63,1221,0,0,none,64,10,741,3753,42,1,7349,240.0,yHMPu5000035271_Wickerhamomyces_bovis,Wickerhamomyces bovis,,Phaffomycetaceae,Phaffomycetaceae,Wickerhamomyces,NRRL YB-4184,YB-4184,2616.0,3640.0,,PPMH00000000,Y1000+,Type,No,410.0,5850.0,62.639625,11649508.0,279838.0,40.24,4.5e-05,Leu,1697.0,11.0,39.0,12.0,This study,
112,773,591,0,True,0.01,4282,32,113,0,1e-08,1e-16,1623,100000,6048,1000,112,1893,50,0,False,kinetic_results_yHMPu5000035274_Wickerhamomyces_alni_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,172.3353509902954,113,773,4368,703,yHMPu5000035274_Wickerhamomyces_alni,True,0.01,113,5978,0,63,1190,0,0,none,62,10,703,3792,42,1,6751,239.0,yHMPu5000035274_Wickerhamomyces_alni,Wickerhamomyces alni,,Phaffomycetaceae,Phaffomycetaceae,Wickerhamomyces,NRRL Y-11625,Y-11625,6986.0,,,PPMI00000000,Y1000+,Type,No,1389.0,6112.0,33.66,12106642.0,216528.0,39.5,2.2e-05,Leu,1189.0,5.0,66.0,499.0,This study,
91,684,511,0,True,0.01,3330,14,93,0,1e-08,1e-16,1428,100000,5730,1000,91,1449,50,0,False,kinetic_results_yHMPu5000035279_Tortispora_starmeri_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,137.31268501281738,93,684,3897,555,yHMPu5000035279_Tortispora_starmeri,True,0.01,93,5601,0,63,894,0,0,none,53,10,555,3420,42,1,6285,14.0,yHMPu5000035279_Tortispora_starmeri,Tortispora starmeri,,Trigonopsidaceae,Trigonopsidaceae,Tortispora,NRRL Y-63665,Y-63665,12793.0,,,PPMJ00000000,Y1000+,Type,No,1255.0,4978.0,18.12,9371295.0,269795.0,42.66,2.8e-05,Leu,1458.0,2.0,179.0,120.0,This study,
93,725,600,0,True,0.01,4262,23,95,0,1e-08,1e-16,1499,100000,6430,1000,93,1776,50,0,False,kinetic_results_yHMPu5000035282_Trigonopsis_vinaria_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,151.68269896507263,95,725,4070,840,yHMPu5000035282_Trigonopsis_vinaria,True,0.01,95,6545,0,63,936,0,0,none,68,10,840,3569,42,1,7270,13.0,yHMPu5000035282_Trigonopsis_vinaria,Trigonopsis vinaria,,Trigonopsidaceae,Trigonopsidaceae,Trigonopsis,NRRL Y-5715,Y-5715,4077.0,1813.0,,PPMK00000000,Y1000+,Type,No,551.0,5420.0,57.5,11230034.0,412411.0,44.56,1.4e-05,Leu,1072.0,4.0,215.0,468.0,This study,
116,776,634,0,True,0.01,4782,47,118,0,1e-08,1e-16,1630,100000,6453,1000,116,2048,50,0,False,kinetic_results_yHMPu5000035286_Candida_azyma_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,178.5047459602356,118,776,4374,772,yHMPu5000035286_Candida_azyma,True,0.01,118,6449,0,63,1276,0,0,none,73,10,772,3781,42,1,7225,238.0,yHMPu5000035286_Candida_azyma,Wickerhamomyces sp.,,Phaffomycetaceae,Phaffomycetaceae,Wickerhamomyces,NRRL YB-2243,YB-2243,,1691.0,,PPML00000000,Y1000+,Type,No,450.0,5949.0,29.49,12074784.0,427571.0,37.42,1.5e-05,Leu,1669.0,9.0,52.0,29.0,This study,"The ""old_species_id"" column and some supplements incorrectly refer to Candida azyma. The strain was discovered to likely represent a new species of Wicherhamomyces during the project."
102,754,474,0,True,0.01,3714,30,106,0,1e-08,1e-16,1536,100000,6543,1000,102,1761,50,0,False,kinetic_results_yHMPu5000035296_Priceomyces_carsonii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,150.59092116355896,106,754,4012,801,yHMPu5000035296_Priceomyces_carsonii,True,0.01,106,6590,0,63,960,0,0,none,67,10,801,3525,42,1,7344,196.0,yHMPu5000035296_Priceomyces_carsonii,Priceomyces carsonii,,CUG-Ser1,Debaryomycetaceae,Priceomyces,NRRL YB-4275,YB-4275,2285.0,8121.0,,PPMM00000000,Y1000+,Type,No,215.0,5670.0,51.18154166666667,11696651.0,610485.0,37.06,1.5e-05,Ser,1714.0,5.0,32.0,8.0,This study,
105,786,536,0,True,0.01,5042,36,109,0,1e-08,1e-16,1601,100000,7060,1000,105,2282,50,0,False,kinetic_results_yHMPu5000035297_Priceomyces_castillae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,174.13203501701355,109,786,4279,1018,yHMPu5000035297_Priceomyces_castillae,True,0.01,109,7292,0,63,1264,0,0,none,64,10,1018,3689,42,1,8078,195.0,yHMPu5000035297_Priceomyces_castillae,Priceomyces castillae,,CUG-Ser1,Debaryomycetaceae,Priceomyces,NRRL Y-7501,Y-7501,6053.0,10733.0,,PPMN00000000,Y1000+,Type,No,597.0,5158.0,15.92,10803786.0,341274.0,36.8,9e-06,Ser,1358.0,3.0,42.0,356.0,This study,
99,759,587,0,True,0.01,4614,22,103,0,1e-08,1e-16,1534,100000,6613,1000,99,1971,50,0,False,kinetic_results_yHMPu5000035301_Pichia_terricola_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,185.89906096458435,103,759,4094,953,yHMPu5000035301_Pichia_terricola,True,0.01,103,6807,0,63,1018,0,0,none,99,10,953,3552,42,1,7566,78.0,yHMPu5000035301_Pichia_terricola,Pichia terricola,,Pichiaceae,Pichiaceae,Pichia,NRRL YB-4310,YB-4310,2617.0,1709.0,,PPMO00000000,Y1000+,Type,No,390.0,5195.0,47.74,12231905.0,195790.0,36.3,2.4e-05,Leu,739.0,2.0,65.0,953.0,This study,
